model,family,type,mount_style,load_min_kg,load_max_kg,natural_freq_hz,stiffness_n_mm,static_deflection_mm,height_mm,dia_mm,length_mm,width_mm,thread,material,hardness_shore,temp_min_c,temp_max_c,weight_kg,hsn,gst_rate,uom,price_inr,lead_time_days,status,image,ga_pdf,source,note
AT-RCM-SS-25.5x30-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,10.2,51,5.8,67,7.5,30,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521343,"D25.5 x H30 mm, M8 stud 20 mm; compression 50 daN at 7.5 mm; shear (radial) rating 8 daN at 6 mm, k_shear 13 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x40-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,10.2,51,5.0,50,10,40,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.06,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521344,"D25.5 x H40 mm, M8 stud 20 mm; compression 50 daN at 10 mm; shear (radial) rating 6.5 daN at 6 mm, k_shear 11 N/mm. Imported or moulded locally in India."
AT-RCM-SS-30x15-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,18.3,91.7,9.1,300,3,15,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521308,"D30 x H15 mm, M8 stud 25 mm; compression 90 daN at 3 mm; shear (radial) rating 11 daN at 2.5 mm, k_shear 44 N/mm. Imported or moulded locally in India."
AT-RCM-SS-30x22-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,16.3,81.5,7.0,160,5,22,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.06,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521310,"D30 x H22 mm, M8 stud 25 mm; compression 80 daN at 5 mm; shear (radial) rating 11 daN at 4 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-SS-30x30-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,14.3,71.4,5.6,88,8,30,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.07,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521312,"D30 x H30 mm, M8 stud 25 mm; compression 70 daN at 8 mm; shear (radial) rating 11 daN at 6 mm, k_shear 18 N/mm. Imported or moulded locally in India."
AT-RCM-SS-30x40-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,12.2,61.2,5.3,67,9,40,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.08,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521314,"D30 x H40 mm, M8 stud 25 mm; compression 60 daN at 9 mm; shear (radial) rating 11 daN at 7.5 mm, k_shear 15 N/mm. Imported or moulded locally in India."
AT-RCM-SS-40x30-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,30.6,152.9,6.4,250,6,30,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.12,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521181,"D40 x H30 mm, M8 stud 20 mm; compression 150 daN at 6 mm; shear (radial) rating 20 daN at 5.5 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-SS-40x40-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,24.5,122.3,5.0,120,10,40,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.13,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521657,"D40 x H40 mm, M8 stud 20 mm; compression 120 daN at 10 mm; shear (radial) rating 20 daN at 7.5 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-SS-40x20-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,32.6,163.1,7.9,400,4,20,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.12,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521450,"D40 x H20 mm, M10 stud 25 mm; compression 160 daN at 4 mm; shear (radial) rating 20 daN at 3 mm, k_shear 67 N/mm. Imported or moulded locally in India."
AT-RCM-SS-40x28-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,30.6,152.9,6.4,250,6,28,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.13,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521401,"D40 x H28 mm, M10 stud 25 mm; compression 150 daN at 6 mm; shear (radial) rating 20 daN at 5.5 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-SS-40x35-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,24.5,122.3,5.6,150,8,35,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.14,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521452,"D40 x H35 mm, M10 stud 25 mm; compression 120 daN at 8 mm; shear (radial) rating 20 daN at 6.5 mm, k_shear 31 N/mm. Imported or moulded locally in India."
AT-RCM-SS-40x40-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,24.5,122.3,5.0,120,10,40,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.15,40169990,18,NOS,500,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521454,"D40 x H40 mm, M10 stud 25 mm; compression 120 daN at 10 mm; shear (radial) rating 20 daN at 7.5 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-SS-40x45-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,24.5,122.3,4.8,109,11,45,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.16,40169990,18,NOS,550,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521456,"D40 x H45 mm, M10 stud 25 mm; compression 120 daN at 11 mm; shear (radial) rating 20 daN at 9 mm, k_shear 22 N/mm. Imported or moulded locally in India."
AT-RCM-SS-50x25-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,61.2,305.8,6.4,500,6,25,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.18,40169990,18,NOS,750,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521580,"D50 x H25 mm, M10 stud 25 mm; compression 300 daN at 6 mm; shear (radial) rating 25 daN at 4.5 mm, k_shear 56 N/mm. Imported or moulded locally in India."
AT-RCM-SS-50x35-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,51,254.8,5.6,312,8,35,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.20,40169990,18,NOS,750,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521581,"D50 x H35 mm, M10 stud 25 mm; compression 250 daN at 8 mm; shear (radial) rating 25 daN at 7 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-SS-50x45-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,38.7,193.7,4.8,173,11,45,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.23,40169990,18,NOS,800,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521582,"D50 x H45 mm, M10 stud 25 mm; compression 190 daN at 11 mm; shear (radial) rating 25 daN at 9 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-SS-50x45-M10-G15,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,38.7,193.7,4.8,173,11,45,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.21,40169990,18,NOS,800,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521582/15,"D50 x H45 mm, M10 stud 15 mm; compression 190 daN at 11 mm; shear (radial) rating 25 daN at 9 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-SS-60x25-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,81.5,407.7,7.0,800,5,25,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.24,40169990,18,NOS,800,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521601,"D60 x H25 mm, M10 stud 25 mm; compression 400 daN at 5 mm; shear (radial) rating 30 daN at 4.5 mm, k_shear 67 N/mm. Imported or moulded locally in India."
AT-RCM-SS-60x36-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,61.2,305.8,5.6,375,8,36,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.28,40169990,18,NOS,800,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521603,"D60 x H36 mm, M10 stud 25 mm; compression 300 daN at 8 mm; shear (radial) rating 30 daN at 7 mm, k_shear 43 N/mm. Imported or moulded locally in India."
AT-RCM-SS-60x45-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,51,254.8,4.8,227,11,45,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.31,40169990,18,NOS,850,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521641,"D60 x H45 mm, M10 stud 25 mm; compression 250 daN at 11 mm; shear (radial) rating 30 daN at 9 mm, k_shear 33 N/mm. Imported or moulded locally in India."
AT-RCM-SS-70x35-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,91.7,458.7,5.6,562,8,35,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.36,40169990,18,NOS,850,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521705,"D70 x H35 mm, M10 stud 25 mm; compression 450 daN at 8 mm; shear (radial) rating 35 daN at 6.5 mm, k_shear 54 N/mm. Imported or moulded locally in India."
AT-RCM-SS-70x50-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,71.4,356.8,4.8,318,11,50,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.43,40169990,18,NOS,950,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521710,"D70 x H50 mm, M10 stud 25 mm; compression 350 daN at 11 mm; shear (radial) rating 35 daN at 11 mm, k_shear 32 N/mm. Imported or moulded locally in India."
AT-RCM-SS-70x70-M10,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,61.2,305.8,4.2,214,14,70,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.53,40169990,18,NOS,1050,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521711,"D70 x H70 mm, M10 stud 25 mm; compression 300 daN at 14 mm; shear (radial) rating 35 daN at 15 mm, k_shear 23 N/mm. Imported or moulded locally in India."
AT-RCM-SS-80x40-M12,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,122.3,611.6,5.3,667,9,40,80,,,M12,"Natural rubber, galvanised steel plates",,-30,70,0.51,40169990,18,NOS,1000,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521658,"D80 x H40 mm, M12 stud 28 mm; compression 600 daN at 9 mm; shear (radial) rating 40 daN at 7 mm, k_shear 57 N/mm. Imported or moulded locally in India."
AT-RCM-SS-80x30-M14,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,193.7,968.4,6.0,1357,7,30,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.53,40169990,18,NOS,950,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521803,"D80 x H30 mm, M14 stud 45 mm; compression 950 daN at 7 mm; shear (radial) rating 40 daN at 5 mm, k_shear 80 N/mm. Imported or moulded locally in India."
AT-RCM-SS-80x30-M14-G35,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,193.7,968.4,6.0,1357,7,30,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.49,40169990,18,NOS,950,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521840,"D80 x H30 mm, M14 stud 35 mm; compression 950 daN at 7 mm; shear (radial) rating 40 daN at 5 mm, k_shear 80 N/mm. Imported or moulded locally in India."
AT-RCM-SS-80x40-M14,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,122.3,611.6,5.3,667,9,40,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.56,40169990,18,NOS,1000,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521841,"D80 x H40 mm, M14 stud 35 mm; compression 600 daN at 9 mm; shear (radial) rating 40 daN at 7 mm, k_shear 57 N/mm. Imported or moulded locally in India."
AT-RCM-SS-80x70-M14,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,101.9,509.7,3.8,294,17,70,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.75,40169990,18,NOS,1200,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521842,"D80 x H70 mm, M14 stud 35 mm; compression 500 daN at 17 mm; shear (radial) rating 40 daN at 15 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-SS-80x80-M14,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,91.7,458.7,3.6,237,19,80,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.81,40169990,18,NOS,1250,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521843,"D80 x H80 mm, M14 stud 35 mm; compression 450 daN at 19 mm; shear (radial) rating 40 daN at 17 mm, k_shear 24 N/mm. Imported or moulded locally in India."
AT-RCM-SS-100x40-M16,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,224.3,1121.3,5.6,1375,8,40,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,0.89,40169990,18,NOS,1200,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521908,"D100 x H40 mm, M16 stud 47 mm; compression 1100 daN at 8 mm; shear (radial) rating 60 daN at 7 mm, k_shear 86 N/mm. Imported or moulded locally in India."
AT-RCM-SS-100x55-M16,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,183.5,917.4,4.6,750,12,55,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,1.04,40169990,18,NOS,1350,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521909,"D100 x H55 mm, M16 stud 47 mm; compression 900 daN at 12 mm; shear (radial) rating 60 daN at 10 mm, k_shear 60 N/mm. Imported or moulded locally in India."
AT-RCM-SS-100x80-M16,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,152.9,764.5,3.6,395,19,80,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,1.29,40169990,18,NOS,1600,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521910,"D100 x H80 mm, M16 stud 47 mm; compression 750 daN at 19 mm; shear (radial) rating 60 daN at 17 mm, k_shear 35 N/mm. Imported or moulded locally in India."
AT-RCM-SF-16x10-M4,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,4.1,20.4,12.9,133,1.5,10,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520053,"D16 x H10 mm, M4 stud 10 mm, tapped depth 2 mm; compression 20 daN at 1.5 mm; shear (radial) rating 2.5 daN at 1.5 mm, k_shear 17 N/mm. Imported or moulded locally in India."
AT-RCM-SF-16x15-M4,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,4.1,20.4,9.1,67,3,15,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520054,"D16 x H15 mm, M4 stud 10 mm, tapped depth 2 mm; compression 20 daN at 3 mm; shear (radial) rating 2.5 daN at 2 mm, k_shear 12 N/mm. Imported or moulded locally in India."
AT-RCM-SF-16x10-M5,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,4.1,20.4,12.9,133,1.5,10,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520010,"D16 x H10 mm, M5 stud 12 mm, tapped depth 3 mm; compression 20 daN at 1.5 mm; shear (radial) rating 2.5 daN at 1.5 mm, k_shear 17 N/mm. Imported or moulded locally in India."
AT-RCM-SF-16x15-M5,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,4.1,20.4,9.1,67,3,15,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520011,"D16 x H15 mm, M5 stud 12 mm, tapped depth 3 mm; compression 20 daN at 3 mm; shear (radial) rating 2.5 daN at 2 mm, k_shear 12 N/mm. Imported or moulded locally in India."
AT-RCM-SF-16x20-M5,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,3.1,15.3,7.9,38,4,20,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520012,"D16 x H20 mm, M5 stud 12 mm, tapped depth 3 mm; compression 15 daN at 4 mm; shear (radial) rating 2.5 daN at 4 mm, k_shear 6 N/mm. Imported or moulded locally in India."
AT-RCM-SF-16x25-M5,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,3.1,15.3,7.0,30,5,25,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520013,"D16 x H25 mm, M5 stud 12 mm, tapped depth 3 mm; compression 15 daN at 5 mm; shear (radial) rating 2 daN at 5 mm, k_shear 4 N/mm. Imported or moulded locally in India."
AT-RCM-SF-20x15-M6,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,7.1,35.7,10.0,140,2.5,15,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520015,"D20 x H15 mm, M6 stud 16.5 mm, tapped depth 4 mm; compression 35 daN at 2.5 mm; shear (radial) rating 5 daN at 2.5 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-SF-20x20-M6,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,6.1,30.6,7.4,67,4.5,20,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520016,"D20 x H20 mm, M6 stud 16.5 mm, tapped depth 4 mm; compression 30 daN at 4.5 mm; shear (radial) rating 5 daN at 5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-SF-20x25-M6,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,6.1,30.6,6.7,55,5.5,25,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520017,"D20 x H25 mm, M6 stud 16.5 mm, tapped depth 4 mm; compression 30 daN at 5.5 mm; shear (radial) rating 4.5 daN at 4.5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-SF-20x30-M6,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,5.1,25.5,6.0,36,7,30,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520018,"D20 x H30 mm, M6 stud 16.5 mm, tapped depth 4 mm; compression 25 daN at 7 mm; shear (radial) rating 4.5 daN at 4.5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-SF-25.5x15-M6,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,12.2,61.2,10.0,240,2.5,15,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520052,"D25.5 x H15 mm, M6 stud 18 mm, tapped depth 4 mm; compression 60 daN at 2.5 mm; shear (radial) rating 8 daN at 8.5 mm, k_shear 9 N/mm. Imported or moulded locally in India."
AT-RCM-SF-25.5x20-M6,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,10.2,51,8.4,143,3.5,20,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520055,"D25.5 x H20 mm, M6 stud 18 mm, tapped depth 4 mm; compression 50 daN at 3.5 mm; shear (radial) rating 8 daN at 4 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-SF-25.5x30-M6,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,10.2,51,5.8,67,7.5,30,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520057,"D25.5 x H30 mm, M6 stud 18 mm, tapped depth 4 mm; compression 50 daN at 7.5 mm; shear (radial) rating 8 daN at 6 mm, k_shear 13 N/mm. Imported or moulded locally in India."
AT-RCM-SF-25.5x22-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,10.2,51,8.4,143,3.5,22,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520021,"D25.5 x H22 mm, M8 stud 20 mm, tapped depth 6 mm; compression 50 daN at 3.5 mm; shear (radial) rating 8 daN at 4 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-SF-25.5x25-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,10.2,51,7.0,100,5,25,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520022,"D25.5 x H25 mm, M8 stud 20 mm, tapped depth 6 mm; compression 50 daN at 5 mm; shear (radial) rating 8 daN at 4.5 mm, k_shear 18 N/mm. Imported or moulded locally in India."
AT-RCM-SF-25.5x30-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,10.2,51,5.8,67,7.5,30,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520023,"D25.5 x H30 mm, M8 stud 20 mm, tapped depth 6 mm; compression 50 daN at 7.5 mm; shear (radial) rating 8 daN at 6 mm, k_shear 13 N/mm. Imported or moulded locally in India."
AT-RCM-SF-25.5x40-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,10.2,51,5.0,50,10,40,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520024,"D25.5 x H40 mm, M8 stud 20 mm, tapped depth 6 mm; compression 50 daN at 10 mm; shear (radial) rating 6 daN at 6 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-SF-30x15-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,18.3,91.7,9.1,300,3,15,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520025,"D30 x H15 mm, M8 stud 25 mm, tapped depth 6 mm; compression 90 daN at 3 mm; shear (radial) rating 11 daN at 2.5 mm, k_shear 44 N/mm. Imported or moulded locally in India."
AT-RCM-SF-30x22-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,16.3,81.5,7.4,178,4.5,22,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,450,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520026,"D30 x H22 mm, M8 stud 25 mm, tapped depth 6 mm; compression 80 daN at 4.5 mm; shear (radial) rating 11 daN at 4 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-SF-30x30-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,14.3,71.4,5.8,93,7.5,30,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.06,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520027,"D30 x H30 mm, M8 stud 25 mm, tapped depth 6 mm; compression 70 daN at 7.5 mm; shear (radial) rating 11 daN at 6 mm, k_shear 18 N/mm. Imported or moulded locally in India."
AT-RCM-SF-30x40-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,12.2,61.2,5.3,67,9,40,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.07,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520028,"D30 x H40 mm, M8 stud 25 mm, tapped depth 6 mm; compression 60 daN at 9 mm; shear (radial) rating 11 daN at 7.5 mm, k_shear 15 N/mm. Imported or moulded locally in India."
