source,family,model,type,wire_dia_mm,loop_count,length_mm,width_mm,height_mm,mount_hole_dia_mm,weight_kg,static_load_min_n,static_load_max_n,vertical_stiffness_n_mm,shear_stiffness_n_mm,roll_stiffness_n_mm,shock_load_max_n,max_deflection_mm,natural_freq_hz,notes
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN60-1200,elastomer + wire rope hybrid,,,546,305,229,20,,,11772,6277,2042,2246,,121,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 1200 kg, lateral 450 kg (=4414.5 N), longitudinal 490 kg (=4806.9 N); static deformation at rated: vertical 7±2, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=6277/2042/2246 N/mm; shock stiffness vertical/lateral/longitudinal=3153/1002/1112 N/mm; max allowable deformation vertical/lateral/longitudinal=121/127/127 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅20, pitch L1=162 L2=378; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN60-600,elastomer + wire rope hybrid,,,546,305,229,20,,,5886,3139,1016,1141,,121,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 600 kg, lateral 225 kg (=2207.2 N), longitudinal 245 kg (=2403.5 N); static deformation at rated: vertical 7±2, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=3139/1016/1141 N/mm; shock stiffness vertical/lateral/longitudinal=1578/497/561 N/mm; max allowable deformation vertical/lateral/longitudinal=121/127/127 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅20, pitch L1=162 L2=378; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD130-1,wire rope hanger / strut,4.8,,320~400,69,69,8,,,780,,,,,,,"cat p.58-59; rated bearing capacity axial=780 N, 45deg=1040 N, shear=1300 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD130-2,wire rope hanger / strut,4.8,,320~400,69,69,8,,,2180,,,,,,,"cat p.58-59; rated bearing capacity axial=2180 N, 45deg=2900 N, shear=3620 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD170-1,wire rope hanger / strut,6.4,,360~440,86,86,8,,,1040,,,,,,,"cat p.58-59; rated bearing capacity axial=1040 N, 45deg=1300 N, shear=1700 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD170-2,wire rope hanger / strut,6.4,,360~440,86,86,8,,,2900,,,,,,,"cat p.58-59; rated bearing capacity axial=2900 N, 45deg=3600 N, shear=4750 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD240-1,wire rope hanger / strut,9.5,,425~505,126,126,10,,,1560,,,,,,,"cat p.58-59; rated bearing capacity axial=1560 N, 45deg=2080 N, shear=2400 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD240-2,wire rope hanger / strut,9.5,,425~505,126,126,10,,,4370,,,,,,,"cat p.58-59; rated bearing capacity axial=4370 N, 45deg=5820 N, shear=6720 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD600-1,wire rope hanger / strut,12.7,,445~535,160,160,12,,,3120,,,,,,,"cat p.58-59; rated bearing capacity axial=3120 N, 45deg=4160 N, shear=6000 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD600-2,wire rope hanger / strut,12.7,,445~535,160,160,12,,,8740,,,,,,,"cat p.58-59; rated bearing capacity axial=8740 N, 45deg=10650 N, shear=14500 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD1100-1,wire rope hanger / strut,15.9,,665~800,182,182,16,,,5460,,,,,,,"cat p.58-59; rated bearing capacity axial=5460 N, 45deg=7800 N, shear=11000 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD1100-2,wire rope hanger / strut,15.9,,665~800,182,182,16,,,15200,,,,,,,"cat p.58-59; rated bearing capacity axial=15200 N, 45deg=21800 N, shear=30500 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD4500-1,wire rope hanger / strut,31.8,,1000~1300,300,300,16,,,13000,,,,,,,"cat p.58-59; rated bearing capacity axial=13000 N, 45deg=32500 N, shear=45000 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTD multi-DOF wire rope hanger,OVTD4500-2,wire rope hanger / strut,31.8,,1000~1300,300,300,16,,,36400,,,,,,,"cat p.58-59; rated bearing capacity axial=36400 N, 45deg=91000 N, shear=126000 N; L is adjustable range; damping ratio 0.1~0.2; 304 SS std; any mounting angle"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-14,metal-mesh pipe clamp,,,70,14,42,7,0.15,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=11 mm; hole pitch L1=56; H1=23; T=7; 2 x ∅7 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-22,metal-mesh pipe clamp,,,80,19,50,9,0.25,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=19 mm; hole pitch L1=65; H1=27; T=7; 2 x ∅9 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-25,metal-mesh pipe clamp,,,80,19,50,9,0.25,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=22 mm; hole pitch L1=65; H1=27; T=7; 2 x ∅9 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-27,metal-mesh pipe clamp,,,80,19,50,9,0.25,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=22 mm; hole pitch L1=65; H1=27; T=7; 2 x ∅9 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-32,metal-mesh pipe clamp,,,100,24,60,11,0.4,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=29 mm; hole pitch L1=80; H1=32; T=7; 2 x ∅11 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-38,metal-mesh pipe clamp,,,105,24,65,11,0.45,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=35 mm; hole pitch L1=85; H1=34.5; T=7; 2 x ∅11 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-45,metal-mesh pipe clamp,,,125,29,82,13,0.9,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=41 mm; hole pitch L1=105; H1=43; T=8; 2 x ∅13 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-50,metal-mesh pipe clamp,,,135,29,92,16,1.1,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=46 mm; hole pitch L1=115; H1=48; T=8; 2 x ∅16 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-57,metal-mesh pipe clamp,,,160,34,102,16,1.5,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=53 mm; hole pitch L1=130; H1=53; T=8; 2 x ∅16 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-85,metal-mesh pipe clamp,,,2110,46,140,16,3.2,,,,,,,,15-20,"cat p.60-61; pipe bore ∅N=80 mm; hole pitch L1=175; H1=75; T=15; 2 x ∅16 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published; printed as ""OVYG-85"" with L=2110 - both look like misprints (L likely 210)"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-100,metal-mesh pipe clamp,,,230,46,164,18,4,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=94 mm; hole pitch L1=195; H1=87; T=15; 2 x ∅18 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-114,metal-mesh pipe clamp,,,250,46,178,18,4.5,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=108 mm; hole pitch L1=210; H1=94; T=15; 2 x ∅18 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-133,metal-mesh pipe clamp,,,270,46,197,18,5.5,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=127 mm; hole pitch L1=230; H1=103.5; T=15; 2 x ∅18 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-150,metal-mesh pipe clamp,,,290,51,216,18,7.2,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=144 mm; hole pitch L1=250; H1=113; T=16; 2 x ∅18 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-200,metal-mesh pipe clamp,,,340,51,266,18,9.5,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=194 mm; hole pitch L1=300; H1=138; T=16; 2 x ∅18 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-250,metal-mesh pipe clamp,,,390,51,320,18,11.5,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=244 mm; hole pitch L1=350; H1=163; T=16; 2 x ∅18 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-300,metal-mesh pipe clamp,,,440,56,370,20,17.3,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=294 mm; hole pitch L1=400; H1=190; T=18; 2 x ∅20 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-350,metal-mesh pipe clamp,,,490,56,420,20,20.5,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=344 mm; hole pitch L1=450; H1=215; T=18; 2 x ∅20 holes; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-400,metal-mesh pipe clamp,,,570,100,484,22,50,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=392 mm; hole pitch L1=520; H1=248; T=22; 4 x ∅22 holes; B1=60; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-450,metal-mesh pipe clamp,,,620,100,534,22,60,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=442 mm; hole pitch L1=570; H1=273; T=22; 4 x ∅22 holes; B1=60; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-500,metal-mesh pipe clamp,,,670,100,584,22,65,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=492 mm; hole pitch L1=620; H1=298; T=22; 4 x ∅22 holes; B1=60; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-600,metal-mesh pipe clamp,,,770,100,684,22,75,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=592 mm; hole pitch L1=720; H1=348; T=22; 4 x ∅22 holes; B1=60; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-700,metal-mesh pipe clamp,,,870,100,784,22,85,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=692 mm; hole pitch L1=820; H1=398; T=22; 4 x ∅22 holes; B1=60; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-800,metal-mesh pipe clamp,,,970,100,884,22,95,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=792 mm; hole pitch L1=920; H1=448; T=22; 4 x ∅22 holes; B1=60; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTG all-metal pipe clamp,OVTG-900,metal-mesh pipe clamp,,,1070,100,984,22,105,,,,,,,,15-20,cat p.60-61; pipe bore ∅N=892 mm; hole pitch L1=1020; H1=498; T=22; 4 x ∅22 holes; B1=60; std natural freq 15-20 Hz (custom 10-25 Hz); 304 SS; -70 to +300 C; no load rating published
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTX all-metal (metal rubber) isolator,OVTX-25-8,"metal-mesh cushion, 3-way equal stiffness",,,125,125,125,6.5,3,,245.2,,,,,,8±1,"cat p.62-63; rated load printed 25 kg, converted x9.81; deformation at rated 5±1.5 mm; damping 0.1~0.24; round body ∅A=125 (used as length & width), ∅B=100, h=105, stud M8, bolt PCD ∅C=112; weight is max; survives 15x rated load; built-in limit stop"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTX all-metal (metal rubber) isolator,OVTX-40-6,"metal-mesh cushion, 3-way equal stiffness",,,125,125,125,6.5,3,,392.4,,,,,,6±1,"cat p.62-63; rated load printed 40 kg, converted x9.81; deformation at rated 8±1.5 mm; damping 0.1~0.24; round body ∅A=125 (used as length & width), ∅B=100, h=105, stud M8, bolt PCD ∅C=112; weight is max; survives 15x rated load; built-in limit stop"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTX all-metal (metal rubber) isolator,OVTX-60-8,"metal-mesh cushion, 3-way equal stiffness",,,125,125,125,6.5,3,,588.6,,,,,,8±1,"cat p.62-63; rated load printed 60 kg, converted x9.81; deformation at rated 5±1.5 mm; damping 0.1~0.24; round body ∅A=125 (used as length & width), ∅B=100, h=105, stud M8, bolt PCD ∅C=112; weight is max; survives 15x rated load; built-in limit stop"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTX all-metal (metal rubber) isolator,OVTX-85-8,"metal-mesh cushion, 3-way equal stiffness",,,150,150,145.5,13,5,,833.9,,,,,,8±1,"cat p.62-63; rated load printed 85 kg, converted x9.81; deformation at rated 5±1.5 mm; damping 0.1~0.24; round body ∅A=150 (used as length & width), ∅B=110, h=121.5, stud M12, bolt PCD ∅C=130; weight is max; survives 15x rated load; built-in limit stop"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTX all-metal (metal rubber) isolator,OVTX-100-8,"metal-mesh cushion, 3-way equal stiffness",,,150,150,145.5,13,5,,981,,,,,,8±1,"cat p.62-63; rated load printed 100 kg, converted x9.81; deformation at rated 5±1.5 mm; damping 0.1~0.24; round body ∅A=150 (used as length & width), ∅B=110, h=121.5, stud M12, bolt PCD ∅C=130; weight is max; survives 15x rated load; built-in limit stop"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTX all-metal (metal rubber) isolator,OVTX-100-20,"metal-mesh cushion, 3-way equal stiffness",,,150,150,154.5,13,7,,981,,,,,,20±2,"cat p.62-63; rated load printed 100 kg, converted x9.81; deformation at rated 0.6±0.3 mm; damping 0.1~0.24; round body ∅A=150 (used as length & width), ∅B=110, h=130.5, stud M12, bolt PCD ∅C=130; weight is max; survives 15x rated load; built-in limit stop"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTX all-metal (metal rubber) isolator,OVTX-150-8,"metal-mesh cushion, 3-way equal stiffness",,,150,150,145.5,13,5,,1471.5,,,,,,8±1,"cat p.62-63; rated load printed 150 kg, converted x9.81; deformation at rated 5±1.5 mm; damping 0.1~0.24; round body ∅A=150 (used as length & width), ∅B=110, h=121.5, stud M12, bolt PCD ∅C=130; weight is max; survives 15x rated load; built-in limit stop"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE3,"rubber mount, anti-shedding (E/EA interchangeable)",,,70,36,40,7,0.1,,30,12.1,11,31,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=30 N, Z backward (hanging)=20 N, Y=40 N, X=15 N; dynamic stiffness Z fwd/Z bwd/Y/X=12.1/13.3/31/11 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M8; hole pitch L1=54; 2 x ∅7 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE5,"rubber mount, anti-shedding (E/EA interchangeable)",,,70,36,40,7,0.1,,50,20,18.5,48,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=50 N, Z backward (hanging)=35 N, Y=60 N, X=25 N; dynamic stiffness Z fwd/Z bwd/Y/X=20/22/48/18.5 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M8; hole pitch L1=54; 2 x ∅7 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE10,"rubber mount, anti-shedding (E/EA interchangeable)",,,70,36,40,7,0.1,,100,40,37,96,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=100 N, Z backward (hanging)=70 N, Y=120 N, X=50 N; dynamic stiffness Z fwd/Z bwd/Y/X=40/44/96/37 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M8; hole pitch L1=54; 2 x ∅7 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE15,"rubber mount, anti-shedding (E/EA interchangeable)",,,70,36,40,7,0.1,,150,60,55,145,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=150 N, Z backward (hanging)=100 N, Y=170 N, X=70 N; dynamic stiffness Z fwd/Z bwd/Y/X=60/67/145/55 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M8; hole pitch L1=54; 2 x ∅7 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE25,"rubber mount, anti-shedding (E/EA interchangeable)",,,70,40,40,7,0.15,,250,100,92,241,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=250 N, Z backward (hanging)=170 N, Y=300 N, X=150 N; dynamic stiffness Z fwd/Z bwd/Y/X=100/110/241/92 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M8; hole pitch L1=54; 2 x ∅7 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE40,"rubber mount, anti-shedding (E/EA interchangeable)",,,85,55,46,9,0.25,,400,161,148,387,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=400 N, Z backward (hanging)=280 N, Y=450 N, X=200 N; dynamic stiffness Z fwd/Z bwd/Y/X=161/178/387/148 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M10; hole pitch L1=68; 2 x ∅9 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE60,"rubber mount, anti-shedding (E/EA interchangeable)",,,100,65,50,9,0.4,,600,242,222,580,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=600 N, Z backward (hanging)=400 N, Y=700 N, X=300 N; dynamic stiffness Z fwd/Z bwd/Y/X=242/266/580/222 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M12; hole pitch L1=80; 2 x ∅9 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE85,"rubber mount, anti-shedding (E/EA interchangeable)",,,120,70,60,11,0.7,,850,342,315,822,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=850 N, Z backward (hanging)=600 N, Y=1000 N, X=400 N; dynamic stiffness Z fwd/Z bwd/Y/X=342/377/822/315 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M14; hole pitch L1=100; 2 x ∅11 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE120,"rubber mount, anti-shedding (E/EA interchangeable)",,,140,85,60,13,1,,1200,483,445,1280,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=1200 N, Z backward (hanging)=800 N, Y=1350 N, X=600 N; dynamic stiffness Z fwd/Z bwd/Y/X=483/533/1280/445 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M16; hole pitch L1=112; 2 x ∅13 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE160,"rubber mount, anti-shedding (E/EA interchangeable)",,,145,90,62,13,1.2,,1600,644,560,1570,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=1600 N, Z backward (hanging)=1100 N, Y=1800 N, X=800 N; dynamic stiffness Z fwd/Z bwd/Y/X=644/710/1570/560 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M18; hole pitch L1=115; 2 x ∅13 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE220,"rubber mount, anti-shedding (E/EA interchangeable)",,,150,105,70,15,1.5,,2200,880,816,2268,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=2200 N, Z backward (hanging)=1500 N, Y=2400 N, X=1100 N; dynamic stiffness Z fwd/Z bwd/Y/X=880/977/2268/816 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M22; hole pitch L1=120; 2 x ∅15 holes; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE300,"rubber mount, anti-shedding (E/EA interchangeable)",,,155,115,75,15,1.8,,3000,1210,1110,3093,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=3000 N, Z backward (hanging)=2000 N, Y=3300 N, X=1500 N; dynamic stiffness Z fwd/Z bwd/Y/X=1210/1332/3093/1110 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M24; hole pitch L1=125; 4 x ∅15 holes, B1=60; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber BE-type shock absorber,BE400,"rubber mount, anti-shedding (E/EA interchangeable)",,,175,120,80,17,2.3,,4000,1610,1480,4120,,,10±1.5,"cat p.64-65; nominal load Z forward (pedestal)=4000 N, Z backward (hanging)=2800 N, Y=4300 N, X=1800 N; dynamic stiffness Z fwd/Z bwd/Y/X=1610/1776/4120/1480 N/mm; deformation 3.5-5.0 mm; damping 0.07-0.11; stud M27; hole pitch L1=140; 4 x ∅17 holes, B1=65; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B1-1,"small rubber mount (instruments, lamps)",,,32,32,62.2,M4,0.04,,4.5,,,,,,15±2,"cat p.66; nominal load Z=4.5 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.02; A=32 B=25 (square flange, A used as length & width); stud d=M4, d1=M6"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B1-2,"small rubber mount (instruments, lamps)",,,32,32,62.2,M4,0.04,,9,,,,,,15±2,"cat p.66; nominal load Z=9 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.02; A=32 B=25 (square flange, A used as length & width); stud d=M4, d1=M6"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B1-3,"small rubber mount (instruments, lamps)",,,32,32,62.2,M4,0.04,,13.5,,,,,,15±2,"cat p.66; nominal load Z=13.5 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.02; A=32 B=25 (square flange, A used as length & width); stud d=M4, d1=M6"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B1-4,"small rubber mount (instruments, lamps)",,,32,32,62.2,M4,0.04,,18,,,,,,15±2,"cat p.66; nominal load Z=18 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.02; A=32 B=25 (square flange, A used as length & width); stud d=M4, d1=M6"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B1-5,"small rubber mount (instruments, lamps)",,,32,32,62.2,M4,0.04,,22.5,,,,,,15±2,"cat p.66; nominal load Z=22.5 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.02; A=32 B=25 (square flange, A used as length & width); stud d=M4, d1=M6"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B2-4,"small rubber mount (instruments, lamps)",,,45,45,89.5,M6,0.1,,18,,,,,,15±2,"cat p.66; nominal load Z=18 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=45 B=35 (square flange, A used as length & width); stud d=M6, d1=M8"
